Model,MAE,RMSE,R2_Score
PSO Optimized Random Forest Regressor,0.005808472587048641,0.007892637870439529,0.9999999999904494
PSO Optimized ANN Regressor,14.704640910881082,32.87704444076927,0.9998342808137893
